client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment
39214c693a066a1abf36009938f3be8da78286679719d21c14aa7e9db205af7c218845fa8c275fc70e2d4e95e35dc73f7e2e9ae2836ac5d780816cd8c53b28e5,common_voice_en_37016356.wav,A welder's negligence had caused the cables in the tower shaft to catch fire.,4,0,teens,female,United States English,,en,
39214c693a066a1abf36009938f3be8da78286679719d21c14aa7e9db205af7c218845fa8c275fc70e2d4e95e35dc73f7e2e9ae2836ac5d780816cd8c53b28e5,common_voice_en_37016367.wav,These are called auto magma objects.,4,0,teens,female,United States English,,en,
398be2b4cfd38e1a18f5ed3fe9962627e47391389acfb092a5c99b9a9d1dde1fe971f21386e351bcf8e7dce68fc50de415b028885bc2dd818b352f19c30a0beb,common_voice_en_37124150.wav,He has also toured as a guest lecturer.,2,0,thirties,female,,,en,
398be2b4cfd38e1a18f5ed3fe9962627e47391389acfb092a5c99b9a9d1dde1fe971f21386e351bcf8e7dce68fc50de415b028885bc2dd818b352f19c30a0beb,common_voice_en_37124169.wav,"King Diamond had previously used a human skull, called Melissa, on stage.",2,0,thirties,female,,,en,
41b85f37fd7413e5db3b5dc4bc0a216b1ec66477dbc5ce40a9e59de155090544d62b29e3b72a86eb3d7b356a88576dd015dc558d26ca18632a1b7204fdcff8f8,common_voice_en_36919365.wav,Corpulence is still regarded as a great distinction and beauty.,2,0,twenties,male,United States English,,en,
41b85f37fd7413e5db3b5dc4bc0a216b1ec66477dbc5ce40a9e59de155090544d62b29e3b72a86eb3d7b356a88576dd015dc558d26ca18632a1b7204fdcff8f8,common_voice_en_36919405.wav,Even the natives have difficulty in mastering this peculiar vocabulary.,2,0,twenties,male,United States English,,en,
7d2c7e693df05daff2c65298c5bc037e8bb461fe56862c8d0aea6668a35e87d6adf6515774d9353ae8ab57c5d0085cb74aa9c92b7cd455071f7e24dd43dcebdc,common_voice_en_37025687.wav,"Men typically clear the fields, but it is largely women who work them.",2,0,thirties,male,England English,,en,
8f5930c8808c9731fed0c5f740412383609cfd45e2846e5ada36a2fafc2cdacc231f3110dd4301a020f8821bab2ceb306c70b82e40bd7baf4ae11d60e727d1e2,common_voice_en_36612799.wav,"Historically, this branch of the Grey family was seated at Ruthyn Castle in Wales.",2,0,teens,male,United States English,,en,
8f5930c8808c9731fed0c5f740412383609cfd45e2846e5ada36a2fafc2cdacc231f3110dd4301a020f8821bab2ceb306c70b82e40bd7baf4ae11d60e727d1e2,common_voice_en_36612803.wav,"Adapted from the ""Potential"" liner notes.",2,0,teens,male,United States English,,en,
9184713acdaadc2b87a45b42397e16c14280f4ae15e63c6d1635e2cfe17084cbf462445a58b126a60220319f37eeca199cacc4c6d3e86b61e248573f711041a7,common_voice_en_36538486.wav,He also did decorative paintings at several houses in Reus.,2,0,fourties,male,,,en,
a0bb7a84becc39fee047d6d3b571196e88dbcb5e152eed3bd22af59fff96efd65ac22c8f7deafcce8411dd232cedde2da1d20617e8b5a93469055c40d7f3ca99,common_voice_en_36667809.wav,It is one of the oldest educational hubs of the country.,4,0,teens,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,
a0bb7a84becc39fee047d6d3b571196e88dbcb5e152eed3bd22af59fff96efd65ac22c8f7deafcce8411dd232cedde2da1d20617e8b5a93469055c40d7f3ca99,common_voice_en_36667810.wav,Starting their offensive display.,2,0,teens,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,
a53e4a7509803fdab80cdea87bbb6de835b84ea823ddc42bb68640da5588171a40c198b7d2a49aa5d9df7aa2add16bb7a6ca2a524f8023475766623cc8d7854f,common_voice_en_36564533.wav,"Many pull handles are for lifting, mostly on objects to be carried.",2,0,thirties,male,,,en,
a53e4a7509803fdab80cdea87bbb6de835b84ea823ddc42bb68640da5588171a40c198b7d2a49aa5d9df7aa2add16bb7a6ca2a524f8023475766623cc8d7854f,common_voice_en_36564534.wav,There is a small amount of variation between breeding and winter plumage.,2,0,thirties,male,,,en,
b4d34a65e3de0b1b076afa721e2dbeaad075021583c05dba8d9053ef1380600f2ed3b27bf3aca33515100d961e8974f544b9e71896f65fac87e6ab461b9af309,common_voice_en_36916632.wav,The holiest regalia consist of the bodies of former princes.,2,0,twenties,male,,,en,
b4d34a65e3de0b1b076afa721e2dbeaad075021583c05dba8d9053ef1380600f2ed3b27bf3aca33515100d961e8974f544b9e71896f65fac87e6ab461b9af309,common_voice_en_36916636.wav,A great quantity of provisions is offered to the ancestors.,2,0,twenties,male,,,en,
bbbbf1cbab314a1ceac75e4d8b74f24046ef79ca2cfb645bd3a8f5d8f7fb1218a76e860983a3ba120f5a5c9e0954010c54556610201c16f45a7fe34482f6950e,common_voice_en_37037383.wav,Leonardi was born in Australia to Italian parents.,2,0,teens,female,United States English,,en,
bbbbf1cbab314a1ceac75e4d8b74f24046ef79ca2cfb645bd3a8f5d8f7fb1218a76e860983a3ba120f5a5c9e0954010c54556610201c16f45a7fe34482f6950e,common_voice_en_37037387.wav,"In terms of handling, the backstaff was found to be more easy to use.",2,0,teens,female,United States English,,en,
d0311846aa9e81c876c3b29f92cd48ebdca98cea0acf4f7a043ea7d363d7797f72c86f73f5c81035d9bdadc511e1981bacee102157e2db7b17b6c650957d6098,common_voice_en_36578323.wav,These precise and physically problematic requirements would explain why the halo is very rare.,2,0,thirties,male,,,en,
d0311846aa9e81c876c3b29f92cd48ebdca98cea0acf4f7a043ea7d363d7797f72c86f73f5c81035d9bdadc511e1981bacee102157e2db7b17b6c650957d6098,common_voice_en_36578324.wav,He has worked consistently as a jobbing actor in British television.,2,0,thirties,male,,,en,
d8e3f74e1f9e8576a0330833e761eacadaa6c2891f49be255495c00e8c01ba3947891a7f6c7c3c7282c11854a0eaf14a754ece64d9470fc294e3f32e5423b31f,common_voice_en_37069470.wav,"Later flintlock firearms were sometimes called ""fusils"" or ""fuzees"".",6,0,twenties,male,"England English,Southern African (South Africa, Zimbabwe, Namibia)",,en,
d8e3f74e1f9e8576a0330833e761eacadaa6c2891f49be255495c00e8c01ba3947891a7f6c7c3c7282c11854a0eaf14a754ece64d9470fc294e3f32e5423b31f,common_voice_en_37069473.wav,The Act was frequently used to silence critics of racial segregation and apartheid.,3,0,twenties,male,"England English,Southern African (South Africa, Zimbabwe, Namibia)",,en,
dd27b76f6a208ca170dc799524112e6fe7fd9274b5339eb602fbc4a598d4d60b06ba407592a15f4f696634bce516a35be2aef1fb153e433376eac07bc00abb0b,common_voice_en_36862650.wav,Months of fierce debate in both capital cities and throughout both kingdoms followed.,2,0,fifties,female,,,en,
dd27b76f6a208ca170dc799524112e6fe7fd9274b5339eb602fbc4a598d4d60b06ba407592a15f4f696634bce516a35be2aef1fb153e433376eac07bc00abb0b,common_voice_en_36862699.wav,He took no notice of Miriam.,2,0,fifties,female,,,en,
eae94e0844831afea7cc3bd670dec566e90cb9fba0c581e5ba8193cd9a6d67d999b129f5deb857a78b0372113ff47ac6da4e598ff342cae9cf193223c3a324bb,common_voice_en_37170495.wav,Reilly became the school's first supervisor and Mrs. Tong its first principal.,2,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,
eae94e0844831afea7cc3bd670dec566e90cb9fba0c581e5ba8193cd9a6d67d999b129f5deb857a78b0372113ff47ac6da4e598ff342cae9cf193223c3a324bb,common_voice_en_37187408.wav,The standard model remained in production unchanged.,2,0,thirties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,
f138d75a743543591fb23c61bbb2cfc4a204866aa791fdddc2a868be75a3f5851013ee0e9036241396a08fce890ff0911b3218224b0b11dc917eb7b4fa2e8cec,common_voice_en_36530310.wav,"Recently, the university has undertaken a strategic plan to increase scientific production.",2,0,twenties,female,United States English,,en,
f138d75a743543591fb23c61bbb2cfc4a204866aa791fdddc2a868be75a3f5851013ee0e9036241396a08fce890ff0911b3218224b0b11dc917eb7b4fa2e8cec,common_voice_en_36877652.wav,The four-story hotel featured a one-thousand-seat dining room.,2,0,twenties,female,United States English,,en,
fcc2999ea46063e7fe3e45d40706831f844c0d13f4f3360c995eac29ece1db50aec3a55853b3f34ab4fdae1753190944d4fbfef33939aa1996b0715ad96ec0e8,common_voice_en_37046553.wav,Miss Moon is an ode to lovemaking while a woman is menstruating.,2,0,twenties,male,french accent,,en,
fcc2999ea46063e7fe3e45d40706831f844c0d13f4f3360c995eac29ece1db50aec3a55853b3f34ab4fdae1753190944d4fbfef33939aa1996b0715ad96ec0e8,common_voice_en_37046554.wav,It consisted of an orbiter and a lander.,2,0,twenties,male,french accent,,en,
0da878db8a36dd209ad09c02f0e3452640b0383f3e6e050d8cdd2d9676c15562b2d26a3db04995b198d64d7bf53366a734c68adc54e790a6f4784104731c8226,common_voice_en_37177723.wav,Employees said that the Torre Ejecutiva swayed and vibrated for a few seconds.,2,0,twenties,male,United States English,,en,
0da878db8a36dd209ad09c02f0e3452640b0383f3e6e050d8cdd2d9676c15562b2d26a3db04995b198d64d7bf53366a734c68adc54e790a6f4784104731c8226,common_voice_en_37177748.wav,The bottom cover is plastic too.,4,0,twenties,male,United States English,,en,
0da878db8a36dd209ad09c02f0e3452640b0383f3e6e050d8cdd2d9676c15562b2d26a3db04995b198d64d7bf53366a734c68adc54e790a6f4784104731c8226,common_voice_en_37177777.wav,Smyth was an ardent abolitionist of slavery and supporter of the temperance movement.,2,0,twenties,male,United States English,,en,
1a4afdf536ace58b115e9212a32a95cb8d5225e9383d5888654f34a40a1a9cf83819764b5dbd51d607129a5a488049bca0906d72afda7ca8e9c82a2382a76e7a,common_voice_en_37280722.wav,Yew is associated with death and rebirth.,2,0,twenties,male,United States English,,en,
1a4afdf536ace58b115e9212a32a95cb8d5225e9383d5888654f34a40a1a9cf83819764b5dbd51d607129a5a488049bca0906d72afda7ca8e9c82a2382a76e7a,common_voice_en_37280736.wav,It is a sign that someone in that house will die.,2,0,twenties,male,United States English,,en,
1a4afdf536ace58b115e9212a32a95cb8d5225e9383d5888654f34a40a1a9cf83819764b5dbd51d607129a5a488049bca0906d72afda7ca8e9c82a2382a76e7a,common_voice_en_37280753.wav,Ellis seems to imply that the rule was universal in Polynesia.,2,0,twenties,male,United States English,,en,
24b0a788129bc7f221982a9d473912e1d222036201f6c0b5d8eaf552398b514653214e4569059cea8b82eb4930e19e8faab2c85b8b5ea26632fcb628f79ad392,common_voice_en_37005750.wav,"The pageant is also called ""Miss International Beauty"".",2,0,fifties,male,,,en,
24b0a788129bc7f221982a9d473912e1d222036201f6c0b5d8eaf552398b514653214e4569059cea8b82eb4930e19e8faab2c85b8b5ea26632fcb628f79ad392,common_voice_en_37005755.wav,I had to recondition myself and figure out how to sing again.,2,0,fifties,male,,,en,
24b0a788129bc7f221982a9d473912e1d222036201f6c0b5d8eaf552398b514653214e4569059cea8b82eb4930e19e8faab2c85b8b5ea26632fcb628f79ad392,common_voice_en_37005765.wav,Direct international services will be a key part of the legacy of the Olympics.,2,0,fifties,male,,,en,
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,common_voice_en_37013116.wav,Fritz the Cat was brought in to finish the album.,2,0,fourties,female,Scottish English,,en,
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,common_voice_en_37014922.wav,The current editor is Frank Pine.,2,0,fourties,female,Scottish English,,en,
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6,common_voice_en_37063150.wav,Willard is served by the Willard Memorial Library.,2,0,fourties,female,Scottish English,,en,
2b47bc5ba5fe872e4d1b8ad9b779ed850e19d1342ec36f22a2feefb39bffd842b55460e31b61ffff8526d0a8cd3c91bebc201c01a7264fde1b0e2c963aa1dd92,common_voice_en_36876322.wav,Its administrative centre was Uman.,2,0,thirties,male,,,en,
2b47bc5ba5fe872e4d1b8ad9b779ed850e19d1342ec36f22a2feefb39bffd842b55460e31b61ffff8526d0a8cd3c91bebc201c01a7264fde1b0e2c963aa1dd92,common_voice_en_36876338.wav,He represented Pennsylvania in the United States Senate during the American Civil War.,2,0,thirties,male,,,en,
2b47bc5ba5fe872e4d1b8ad9b779ed850e19d1342ec36f22a2feefb39bffd842b55460e31b61ffff8526d0a8cd3c91bebc201c01a7264fde1b0e2c963aa1dd92,common_voice_en_36876341.wav,Some of the major strengths of the Imperial Guard army are their vehicles.,2,0,thirties,male,,,en,
2f6487805093ce1caa18bab66c0969881aaf453b57f23313592b75c21fbab3bc809cb86107324f17fc4544451186cc4090faf9bad8f1a2ae14b4d14fc0197012,common_voice_en_37237245.wav,After stepping down from the court he struggled with a drinking problem.,2,0,sixties,male,United States English,,en,
2f6487805093ce1caa18bab66c0969881aaf453b57f23313592b75c21fbab3bc809cb86107324f17fc4544451186cc4090faf9bad8f1a2ae14b4d14fc0197012,common_voice_en_37237246.wav,See the candelilla wax article.,2,0,sixties,male,United States English,,en,
2f6487805093ce1caa18bab66c0969881aaf453b57f23313592b75c21fbab3bc809cb86107324f17fc4544451186cc4090faf9bad8f1a2ae14b4d14fc0197012,common_voice_en_37237247.wav,"Today, the old observatory is no longer used for research.",2,0,sixties,male,United States English,,en,
34cba163087bcce1f31864f7d0bd6eab972dcdfe08de3e83802c6511723050030a04bed649cc79e8ffbd84ddeaae1e35aecbea79ffbcf7000818fcb2c689260f,common_voice_en_36811336.wav,Parts of the opera had also been performed earlier at La Scala.,2,0,teens,female,United States English,,en,
34cba163087bcce1f31864f7d0bd6eab972dcdfe08de3e83802c6511723050030a04bed649cc79e8ffbd84ddeaae1e35aecbea79ffbcf7000818fcb2c689260f,common_voice_en_36811351.wav,"Today, there are only few remains of the Inner Mission in Haslev.",2,0,teens,female,United States English,,en,
34cba163087bcce1f31864f7d0bd6eab972dcdfe08de3e83802c6511723050030a04bed649cc79e8ffbd84ddeaae1e35aecbea79ffbcf7000818fcb2c689260f,common_voice_en_36811354.wav,"Loewe also worked perfectly with Lerner, who would agonize for weeks over a lyric.",2,0,teens,female,United States English,,en,
3db729a28012d2377cdefbc38d75e9b3acaf8e1c45964ac524c23891371d795c2d0e4d0fd0ea620a910e748afbfad5fb7ea7ec529b85a716445bfc6e6fa2ae75,common_voice_en_37106374.wav,Jurisprudence is based on English common law.,2,0,twenties,male,United States English,,en,
3db729a28012d2377cdefbc38d75e9b3acaf8e1c45964ac524c23891371d795c2d0e4d0fd0ea620a910e748afbfad5fb7ea7ec529b85a716445bfc6e6fa2ae75,common_voice_en_37106382.wav,"She was dubbed as """"Bida sa Galing ng Butuan City"""".",2,0,twenties,male,United States English,,en,
3db729a28012d2377cdefbc38d75e9b3acaf8e1c45964ac524c23891371d795c2d0e4d0fd0ea620a910e748afbfad5fb7ea7ec529b85a716445bfc6e6fa2ae75,common_voice_en_37106385.wav,"On that stretch, private access is nearly eliminated.",2,0,twenties,male,United States English,,en,
